"","long","lat","group","feature"
"9030","-80.4334147","36.8175858","1","Water Body"
"9073","-80.4310664","37.0010237","1","Water Body"
"9074","-80.4311005","37.0010073","1","Water Body"
"9075","-80.4311554","37.0009963","1","Water Body"
"9076","-80.4311761","37.0010018","1","Water Body"
"9077","-80.4312377","37.0010622","1","Water Body"
"9078","-80.4313336","37.0012161","1","Water Body"
"9079","-80.4313334","37.0012436","1","Water Body"
"9080","-80.4314842","37.0014854","1","Water Body"
"9081","-80.4316213","37.0016393","1","Water Body"
"9082","-80.4316623","37.0017052","1","Water Body"
"9083","-80.4316623","37.0017657","1","Water Body"
"9084","-80.431635","37.0018096","1","Water Body"
"9085","-80.4315391","37.0017766","1","Water Body"
"9086","-80.4314021","37.0016942","1","Water Body"
"9087","-80.4313472","37.0016667","1","Water Body"
"9088","-80.431265","37.0016447","1","Water Body"
"9089","-80.4311005","37.0016392","1","Water Body"
"9090","-80.4309704","37.0016007","1","Water Body"
"9091","-80.4308814","37.0015128","1","Water Body"
"9092","-80.4307307","37.0012545","1","Water Body"
"9093","-80.4307375","37.0011996","1","Water Body"
"9094","-80.4307855","37.0011666","1","Water Body"
"9095","-80.4310664","37.0010237","1","Water Body"
"9220","-80.4300123","36.7641447","1","Water Body"
"9221","-80.4300942","36.7645732","1","Water Body"
"9222","-80.4300805","36.7647381","1","Water Body"
"9223","-80.4300259","36.7647931","1","Water Body"
"9224","-80.4299576","36.7648261","1","Water Body"
"9225","-80.429739","36.764892","1","Water Body"
"9226","-80.4296708","36.7649029","1","Water Body"
"9227","-80.429575","36.7648809","1","Water Body"
"9228","-80.4295341","36.764848","1","Water Body"
"9229","-80.429302","36.7642875","1","Water Body"
"9230","-80.4292883","36.7640017","1","Water Body"
"9231","-80.4293157","36.7639248","1","Water Body"
"9232","-80.4294592","36.7638259","1","Water Body"
"9233","-80.4296094","36.763793","1","Water Body"
"9234","-80.429787","36.7638039","1","Water Body"
"9235","-80.4299304","36.7639578","1","Water Body"
"9236","-80.4300123","36.7641447","1","Water Body"
"9479","-80.425458","36.7574291","1","Water Body"
"9480","-80.4255809","36.7575609","1","Water Body"
"9481","-80.4255809","36.7577588","1","Water Body"
"9482","-80.4254716","36.7578247","1","Water Body"
"9483","-80.4252803","36.7578247","1","Water Body"
"9484","-80.4252256","36.7577807","1","Water Body"
"9485","-80.4252257","36.7576708","1","Water Body"
"9486","-80.425335","36.7574619","1","Water Body"
"9487","-80.425376","36.757429","1","Water Body"
"9488","-80.425458","36.7574291","1","Water Body"
"9561","-80.4205987","36.7947905","1","Water Body"
"9562","-80.4206874","36.794873","1","Water Body"
"9563","-80.4207284","36.7951093","1","Water Body"
"9564","-80.4207146","36.7952741","1","Water Body"
"9565","-80.4206463","36.795362","1","Water Body"
"9566","-80.4205369","36.7954389","1","Water Body"
"9567","-80.4202773","36.7955488","1","Water Body"
"9568","-80.4201542","36.7955652","1","Water Body"
"9569","-80.4200655","36.7954938","1","Water Body"
"9570","-80.4200313","36.7951476","1","Water Body"
"9571","-80.4200724","36.7950652","1","Water Body"
"9572","-80.420168","36.7949773","1","Water Body"
"9573","-80.4203936","36.7948454","1","Water Body"
"9574","-80.4205166","36.7947905","1","Water Body"
"9575","-80.4205987","36.7947905","1","Water Body"
"9657","-80.4190936","36.8954278","1","Water Body"
"9658","-80.4188336","36.8955377","1","Water Body"
"9659","-80.4186763","36.8953453","1","Water Body"
"9660","-80.4186488","36.8952519","1","Water Body"
"9661","-80.4186764","36.895175","1","Water Body"
"9662","-80.4187926","36.8951145","1","Water Body"
"9663","-80.4189295","36.8951091","1","Water Body"
"9664","-80.4192237","36.8952849","1","Water Body"
"9665","-80.4192305","36.8953344","1","Water Body"
"9666","-80.4190936","36.8954278","1","Water Body"
"9676","-80.4180382","36.9666605","1","Water Body"
"9677","-80.4181545","36.9667264","1","Water Body"
"9678","-80.418223","36.9668528","1","Water Body"
"9679","-80.4182435","36.9670451","1","Water Body"
"9680","-80.4181955","36.9672374","1","Water Body"
"9681","-80.418079","36.9674353","1","Water Body"
"9682","-80.4179146","36.967567","1","Water Body"
"9683","-80.4177365","36.9676605","1","Water Body"
"9684","-80.4175722","36.9677044","1","Water Body"
"9685","-80.4175242","36.9677044","1","Water Body"
"9686","-80.4174078","36.9676165","1","Water Body"
"9687","-80.4173668","36.9674901","1","Water Body"
"9688","-80.4173943","36.9671493","1","Water Body"
"9689","-80.4174766","36.9668856","1","Water Body"
"9690","-80.4176066","36.9666713","1","Water Body"
"9691","-80.4176957","36.9666054","1","Water Body"
"9692","-80.4178122","36.9666","1","Water Body"
"9693","-80.4180382","36.9666605","1","Water Body"
"9694","-80.417845","36.991531","1","Water Body"
"9695","-80.4177767","36.9914925","1","Water Body"
"9696","-80.4177767","36.9914429","1","Water Body"
"9697","-80.417811","36.9913716","1","Water Body"
"9698","-80.4178932","36.9913331","1","Water Body"
"9699","-80.4179616","36.9913441","1","Water Body"
"9700","-80.4179685","36.9914265","1","Water Body"
"9701","-80.4179","36.991509","1","Water Body"
"9702","-80.417845","36.991531","1","Water Body"
"9766","-80.4156421","36.7623843","1","Water Body"
"9767","-80.4158059","36.7624064","1","Water Body"
"9768","-80.4162158","36.7624064","1","Water Body"
"9769","-80.4163113","36.7624724","1","Water Body"
"9770","-80.4165707","36.7628186","1","Water Body"
"9771","-80.4167687","36.7631539","1","Water Body"
"9772","-80.4168097","36.7632967","1","Water Body"
"9773","-80.4168097","36.7633956","1","Water Body"
"9774","-80.4167413","36.7634616","1","Water Body"
"9775","-80.4166048","36.7634396","1","Water Body"
"9776","-80.4164818","36.7633956","1","Water Body"
"9777","-80.4162633","36.7632417","1","Water Body"
"9778","-80.4161677","36.7631317","1","Water Body"
"9779","-80.4159834","36.762824","1","Water Body"
"9780","-80.4158195","36.7626701","1","Water Body"
"9781","-80.4156557","36.7625711","1","Water Body"
"9782","-80.4155464","36.7624722","1","Water Body"
"9783","-80.41556","36.7623953","1","Water Body"
"9784","-80.4156421","36.7623843","1","Water Body"
"9785","-80.4166163","36.7700229","1","Water Body"
"9786","-80.4166572","36.7700559","1","Water Body"
"9787","-80.4166708","36.7702097","1","Water Body"
"9788","-80.4166161","36.7702647","1","Water Body"
"9789","-80.4165069","36.7702976","1","Water Body"
"9790","-80.4164386","36.7702867","1","Water Body"
"9791","-80.4163293","36.7702207","1","Water Body"
"9792","-80.4163293","36.7701328","1","Water Body"
"9793","-80.4164727","36.7700669","1","Water Body"
"9794","-80.4166163","36.7700229","1","Water Body"
"9898","-80.4130098","36.9713908","1","Water Body"
"9899","-80.4128796","36.9713193","1","Water Body"
"9900","-80.4126332","36.9710224","1","Water Body"
"9901","-80.4127497","36.9709511","1","Water Body"
"9902","-80.4128659","36.9709567","1","Water Body"
"9903","-80.4130098","36.9710446","1","Water Body"
"9904","-80.4131057","36.9711984","1","Water Body"
"9905","-80.4131194","36.9712919","1","Water Body"
"9906","-80.413092","36.9713468","1","Water Body"
"9907","-80.4130098","36.9713908","1","Water Body"
"9908","-80.411667","36.7619384","1","Water Body"
"9909","-80.4117081","36.7619934","1","Water Body"
"9910","-80.411708","36.7620593","1","Water Body"
"9911","-80.4116396","36.7622077","1","Water Body"
"9912","-80.4116395","36.7623945","1","Water Body"
"9913","-80.4115166","36.7625044","1","Water Body"
"9914","-80.4114619","36.7625154","1","Water Body"
"9915","-80.4113801","36.7624493","1","Water Body"
"9916","-80.4114072","36.7623725","1","Water Body"
"9917","-80.4114483","36.7623285","1","Water Body"
"9918","-80.4115304","36.7620098","1","Water Body"
"9919","-80.4116125","36.7619494","1","Water Body"
"9920","-80.411667","36.7619384","1","Water Body"
"10004","-80.4100104","36.7543381","1","Water Body"
"10005","-80.410188","36.7543821","1","Water Body"
"10006","-80.410188","36.7544701","1","Water Body"
"10007","-80.4099966","36.7545799","1","Water Body"
"10008","-80.4098464","36.7546018","1","Water Body"
"10009","-80.4097577","36.7545304","1","Water Body"
"10010","-80.4097509","36.754459","1","Water Body"
"10011","-80.4098125","36.754371","1","Water Body"
"10012","-80.4100104","36.7543381","1","Water Body"
"10147","-80.406248","36.7530238","1","Water Body"
"10148","-80.4062071","36.7529908","1","Water Body"
"10149","-80.4062072","36.752826","1","Water Body"
"10150","-80.4062756","36.7526941","1","Water Body"
"10151","-80.4064054","36.7526172","1","Water Body"
"10152","-80.4065897","36.7525842","1","Water Body"
"10153","-80.4066103","36.7525732","1","Water Body"
"10154","-80.4067058","36.7526062","1","Water Body"
"10155","-80.4067536","36.7526722","1","Water Body"
"10156","-80.4067536","36.7527272","1","Water Body"
"10157","-80.4067125","36.7528041","1","Water Body"
"10158","-80.4066579","36.7528591","1","Water Body"
"10159","-80.4063846","36.7530348","1","Water Body"
"10160","-80.406248","36.7530238","1","Water Body"
"10229","-80.4011086","36.7734371","1","Water Body"
"10230","-80.4012178","36.7734811","1","Water Body"
"10231","-80.4013134","36.7735911","1","Water Body"
"10232","-80.4012997","36.773712","1","Water Body"
"10233","-80.4011766","36.7738328","1","Water Body"
"10234","-80.4010674","36.7738986","1","Water Body"
"10235","-80.4008896","36.7739426","1","Water Body"
"10236","-80.4006029","36.7739041","1","Water Body"
"10237","-80.4004798","36.7738271","1","Water Body"
"10238","-80.40048","36.7737721","1","Water Body"
"10239","-80.4005209","36.7737062","1","Water Body"
"10240","-80.400644","36.7735908","1","Water Body"
"10241","-80.4008627","36.7734809","1","Water Body"
"10242","-80.4011086","36.7734371","1","Water Body"
"10243","-80.4010694","36.7570338","1","Water Body"
"10244","-80.4012058","36.7571328","1","Water Body"
"10245","-80.4012195","36.7571768","1","Water Body"
"10246","-80.4011102","36.7573086","1","Water Body"
"10247","-80.4010009","36.7573853","1","Water Body"
"10248","-80.400796","36.7573853","1","Water Body"
"10249","-80.4005228","36.7574183","1","Water Body"
"10250","-80.4004818","36.7573853","1","Water Body"
"10251","-80.4007689","36.7570557","1","Water Body"
"10252","-80.4008508","36.7569898","1","Water Body"
"10253","-80.4009464","36.7569898","1","Water Body"
"10254","-80.4010694","36.7570338","1","Water Body"
"10280","-80.4003076","36.7511207","1","Water Body"
"10281","-80.4003622","36.7511646","1","Water Body"
"10282","-80.4003894","36.7512746","1","Water Body"
"10283","-80.4003689","36.7513734","1","Water Body"
"10284","-80.4002869","36.7514613","1","Water Body"
"10285","-80.4002186","36.7514834","1","Water Body"
"10286","-80.4001093","36.7514613","1","Water Body"
"10287","-80.4000411","36.7514063","1","Water Body"
"10288","-80.4000207","36.7512415","1","Water Body"
"10289","-80.400048","36.7511646","1","Water Body"
"10290","-80.4001027","36.7511206","1","Water Body"
"10291","-80.4003076","36.7511207","1","Water Body"
"10329","-80.398543","36.7682817","1","Water Body"
"10330","-80.3986044","36.7683917","1","Water Body"
"10331","-80.3986589","36.7685456","1","Water Body"
"10332","-80.3985906","36.7686005","1","Water Body"
"10333","-80.3985359","36.7686225","1","Water Body"
"10334","-80.3980441","36.7686552","1","Water Body"
"10335","-80.3979485","36.7686331","1","Water Body"
"10336","-80.3978802","36.7685672","1","Water Body"
"10337","-80.3978394","36.7683583","1","Water Body"
"10338","-80.3978463","36.7682815","1","Water Body"
"10339","-80.397901","36.7681606","1","Water Body"
"10340","-80.3980786","36.7681167","1","Water Body"
"10341","-80.398188","36.7680178","1","Water Body"
"10342","-80.3983382","36.768018","1","Water Body"
"10343","-80.3983928","36.7680619","1","Water Body"
"10344","-80.3984064","36.7681058","1","Water Body"
"10345","-80.398543","36.7682817","1","Water Body"
"10389","-80.3969886","36.7487927","1","Water Body"
"10390","-80.3969066","36.7488367","1","Water Body"
"10391","-80.3966471","36.7488146","1","Water Body"
"10392","-80.3965652","36.7487927","1","Water Body"
"10393","-80.3965106","36.7487377","1","Water Body"
"10394","-80.3965242","36.7487157","1","Water Body"
"10395","-80.3966334","36.7486938","1","Water Body"
"10396","-80.3968521","36.7486939","1","Water Body"
"10397","-80.3969613","36.7487159","1","Water Body"
"10398","-80.3969886","36.7487927","1","Water Body"
"10445","-80.3962749","36.8150288","1","Water Body"
"10446","-80.3962818","36.8150178","1","Water Body"
"10447","-80.3963637","36.8150069","1","Water Body"
"10448","-80.3964185","36.8150179","1","Water Body"
"10449","-80.3965141","36.8151058","1","Water Body"
"10450","-80.3966233","36.8153037","1","Water Body"
"10451","-80.3965822","36.8153476","1","Water Body"
"10452","-80.396514","36.8153476","1","Water Body"
"10453","-80.396391","36.8153036","1","Water Body"
"10454","-80.3962406","36.8151936","1","Water Body"
"10455","-80.3962133","36.8151277","1","Water Body"
"10456","-80.3962407","36.8150618","1","Water Body"
"10457","-80.3962749","36.8150288","1","Water Body"
"10476","-80.3948436","36.7973942","1","Water Body"
"10477","-80.3948161","36.7974601","1","Water Body"
"10478","-80.3947478","36.797515","1","Water Body"
"10479","-80.3946111","36.7975149","1","Water Body"
"10480","-80.3944745","36.797482","1","Water Body"
"10481","-80.3943106","36.79735","1","Water Body"
"10482","-80.3942833","36.797295","1","Water Body"
"10483","-80.3942833","36.7971961","1","Water Body"
"10484","-80.3943517","36.7971631","1","Water Body"
"10485","-80.394748","36.7972732","1","Water Body"
"10486","-80.3948299","36.7973501","1","Water Body"
"10487","-80.3948436","36.7973942","1","Water Body"
"10539","-80.3931919","36.8691606","1","Water Body"
"10540","-80.3930004","36.8691605","1","Water Body"
"10541","-80.3929321","36.8690835","1","Water Body"
"10542","-80.3929048","36.8689516","1","Water Body"
"10543","-80.3929322","36.8688747","1","Water Body"
"10544","-80.392987","36.8688418","1","Water Body"
"10545","-80.3931374","36.8688418","1","Water Body"
"10546","-80.3932331","36.8688858","1","Water Body"
"10547","-80.3933152","36.8689518","1","Water Body"
"10548","-80.3933014","36.8690726","1","Water Body"
"10549","-80.3931919","36.8691606","1","Water Body"
"10650","-80.391734","36.870891","1","Water Body"
"10651","-80.391816","36.8709459","1","Water Body"
"10652","-80.3918433","36.8710394","1","Water Body"
"10653","-80.3918022","36.8710888","1","Water Body"
"10654","-80.3917474","36.8710998","1","Water Body"
"10655","-80.3916791","36.8710887","1","Water Body"
"10656","-80.3915698","36.8710118","1","Water Body"
"10657","-80.3915698","36.8709348","1","Water Body"
"10658","-80.3916108","36.8708909","1","Water Body"
"10659","-80.391734","36.870891","1","Water Body"
"10660","-80.3913441","36.8401398","1","Water Body"
"10661","-80.3914261","36.8402059","1","Water Body"
"10662","-80.3915217","36.8403378","1","Water Body"
"10663","-80.3915489","36.8405247","1","Water Body"
"10664","-80.3914805","36.8405796","1","Water Body"
"10665","-80.3913984","36.8405794","1","Water Body"
"10666","-80.3913302","36.8405465","1","Water Body"
"10667","-80.3912208","36.8404476","1","Water Body"
"10668","-80.3911935","36.8403047","1","Water Body"
"10669","-80.3912073","36.8402058","1","Water Body"
"10670","-80.3912758","36.8401398","1","Water Body"
"10671","-80.3913441","36.8401398","1","Water Body"
"10805","-80.389515","37.0205667","1","Water Body"
"10806","-80.3895218","37.0206656","1","Water Body"
"10807","-80.3894532","37.020715","1","Water Body"
"10808","-80.3894327","37.0207206","1","Water Body"
"10809","-80.3893642","37.0207095","1","Water Body"
"10810","-80.3893436","37.0206876","1","Water Body"
"10811","-80.3893367","37.0206436","1","Water Body"
"10812","-80.3893368","37.0205997","1","Water Body"
"10813","-80.3893574","37.0205776","1","Water Body"
"10814","-80.389419","37.0205557","1","Water Body"
"10815","-80.389515","37.0205667","1","Water Body"
"11045","-80.3813398","36.9482021","1","Water Body"
"11046","-80.381333","36.9480098","1","Water Body"
"11047","-80.381511","36.9480264","1","Water Body"
"11048","-80.3816821","36.9480594","1","Water Body"
"11049","-80.3815657","36.9481418","1","Water Body"
"11050","-80.3814356","36.9481966","1","Water Body"
"11051","-80.3813398","36.9482021","1","Water Body"
"11577","-80.3645158","36.807101","1","Water Body"
"11578","-80.3642835","36.8072001","1","Water Body"
"11579","-80.3642288","36.8071561","1","Water Body"
"11580","-80.3642288","36.8070133","1","Water Body"
"11581","-80.3639826","36.8068045","1","Water Body"
"11582","-80.3639962","36.8067495","1","Water Body"
"11583","-80.3640782","36.8066726","1","Water Body"
"11584","-80.3642148","36.8065736","1","Water Body"
"11585","-80.3644197","36.8064801","1","Water Body"
"11586","-80.3645018","36.806524","1","Water Body"
"11587","-80.3645156","36.8066999","1","Water Body"
"11588","-80.3645567","36.8067328","1","Water Body"
"11589","-80.364707","36.8067767","1","Water Body"
"11590","-80.3648301","36.8069196","1","Water Body"
"11591","-80.3648164","36.8069525","1","Water Body"
"11592","-80.3645158","36.807101","1","Water Body"
"11622","-80.3641463","36.8063099","1","Water Body"
"11623","-80.3642147","36.8063868","1","Water Body"
"11624","-80.3642282","36.8064307","1","Water Body"
"11625","-80.3641874","36.8064637","1","Water Body"
"11626","-80.3641191","36.8064747","1","Water Body"
"11627","-80.3640643","36.8064417","1","Water Body"
"11628","-80.3640643","36.8063759","1","Water Body"
"11629","-80.3641463","36.8063099","1","Water Body"
"11644","-80.3635692","36.8892154","1","Water Body"
"11645","-80.3635965","36.8892814","1","Water Body"
"11646","-80.3636104","36.8894352","1","Water Body"
"11647","-80.3635831","36.8895672","1","Water Body"
"11648","-80.3635421","36.8896441","1","Water Body"
"11649","-80.3634396","36.8897321","1","Water Body"
"11650","-80.3632207","36.8898366","1","Water Body"
"11651","-80.3630702","36.8898587","1","Water Body"
"11652","-80.3628376","36.8898588","1","Water Body"
"11653","-80.3626734","36.8898257","1","Water Body"
"11654","-80.3624817","36.8896611","1","Water Body"
"11655","-80.3624748","36.8895511","1","Water Body"
"11656","-80.3625021","36.8894742","1","Water Body"
"11657","-80.3625842","36.8893861","1","Water Body"
"11658","-80.36268","36.8893313","1","Water Body"
"11659","-80.3631177","36.8891992","1","Water Body"
"11660","-80.3633228","36.8891277","1","Water Body"
"11661","-80.3634598","36.8891276","1","Water Body"
"11662","-80.3635692","36.8892154","1","Water Body"
"11735","-80.3595823","36.9408106","1","Water Body"
"11736","-80.3597329","36.9406787","1","Water Body"
"11737","-80.3597877","36.9406017","1","Water Body"
"11738","-80.3598698","36.9406237","1","Water Body"
"11739","-80.359952","36.9406896","1","Water Body"
"11740","-80.3600067","36.9407884","1","Water Body"
"11741","-80.3599931","36.9408764","1","Water Body"
"11742","-80.3598563","36.9409644","1","Water Body"
"11743","-80.3597741","36.9409864","1","Water Body"
"11744","-80.359692","36.9409645","1","Water Body"
"11745","-80.3595687","36.9408656","1","Water Body"
"11746","-80.3595823","36.9408106","1","Water Body"
"11747","-80.3598021","36.991365","1","Water Body"
"11748","-80.3597062","36.9914804","1","Water Body"
"11749","-80.3596378","36.9914805","1","Water Body"
"11750","-80.3595417","36.9913926","1","Water Body"
"11751","-80.3595417","36.9913156","1","Water Body"
"11752","-80.3596102","36.9912277","1","Water Body"
"11753","-80.3596787","36.9912112","1","Water Body"
"11754","-80.3597473","36.9912222","1","Water Body"
"11755","-80.3598021","36.9912661","1","Water Body"
"11756","-80.3598021","36.991365","1","Water Body"
"11881","-80.3531877","36.8963907","1","Water Body"
"11882","-80.3533382","36.8964675","1","Water Body"
"11883","-80.3533998","36.8965445","1","Water Body"
"11884","-80.3533861","36.8965884","1","Water Body"
"11885","-80.3533314","36.8966325","1","Water Body"
"11886","-80.3531809","36.896682","1","Water Body"
"11887","-80.3530441","36.89666","1","Water Body"
"11888","-80.3530168","36.896638","1","Water Body"
"11889","-80.3530235","36.8964402","1","Water Body"
"11890","-80.3530782","36.8963963","1","Water Body"
"11891","-80.3531877","36.8963907","1","Water Body"
"11926","-80.3525687","36.9625902","1","Water Body"
"11927","-80.3522263","36.9627662","1","Water Body"
"11928","-80.3521305","36.9627442","1","Water Body"
"11929","-80.3520894","36.9626783","1","Water Body"
"11930","-80.35187","36.9624586","1","Water Body"
"11931","-80.3518153","36.9623487","1","Water Body"
"11932","-80.351829","36.9622718","1","Water Body"
"11933","-80.3518837","36.9622278","1","Water Body"
"11934","-80.3519795","36.9622167","1","Water Body"
"11935","-80.3525685","36.9623374","1","Water Body"
"11936","-80.352637","36.9623703","1","Water Body"
"11937","-80.3526781","36.9624143","1","Water Body"
"11938","-80.3526644","36.9624912","1","Water Body"
"11939","-80.3525687","36.9625902","1","Water Body"
"11940","-80.3514375","36.9906647","1","Water Body"
"11941","-80.3514718","36.9907307","1","Water Body"
"11942","-80.3514581","36.9908075","1","Water Body"
"11943","-80.3513758","36.9908516","1","Water Body"
"11944","-80.3512663","36.9908406","1","Water Body"
"11945","-80.3512115","36.9907857","1","Water Body"
"11946","-80.3512183","36.9906978","1","Water Body"
"11947","-80.3512457","36.9906428","1","Water Body"
"11948","-80.3513004","36.9906099","1","Water Body"
"11949","-80.3513415","36.9906098","1","Water Body"
"11950","-80.3514375","36.9906647","1","Water Body"
"12052","-80.3480758","36.8941723","1","Water Body"
"12053","-80.3479526","36.8942713","1","Water Body"
"12054","-80.3477884","36.8942934","1","Water Body"
"12055","-80.3477201","36.8942494","1","Water Body"
"12056","-80.3477201","36.8941615","1","Water Body"
"12057","-80.3477748","36.8941175","1","Water Body"
"12058","-80.3478159","36.8941174","1","Water Body"
"12059","-80.348021","36.8941284","1","Water Body"
"12060","-80.3480758","36.8941723","1","Water Body"
"12129","-80.3450519","36.8761822","1","Water Body"
"12130","-80.3449971","36.8761822","1","Water Body"
"12131","-80.3448466","36.8760614","1","Water Body"
"12132","-80.3448329","36.8760174","1","Water Body"
"12133","-80.3446413","36.8757757","1","Water Body"
"12134","-80.3446139","36.8756768","1","Water Body"
"12135","-80.3446549","36.8756438","1","Water Body"
"12136","-80.3447917","36.8756657","1","Water Body"
"12137","-80.3450517","36.8758745","1","Water Body"
"12138","-80.3451065","36.8759514","1","Water Body"
"12139","-80.3451475","36.8760723","1","Water Body"
"12140","-80.3451338","36.8761273","1","Water Body"
"12141","-80.3450791","36.8761822","1","Water Body"
"12142","-80.3450519","36.8761822","1","Water Body"
"12143","-80.3432287","36.8700774","1","Water Body"
"12144","-80.3432423","36.8699455","1","Water Body"
"12145","-80.3432696","36.8698906","1","Water Body"
"12146","-80.3435706","36.8700004","1","Water Body"
"12147","-80.3436664","36.8700828","1","Water Body"
"12148","-80.3436664","36.8701323","1","Water Body"
"12149","-80.3436117","36.8701762","1","Water Body"
"12150","-80.343557","36.8701871","1","Water Body"
"12151","-80.3432696","36.8701763","1","Water Body"
"12152","-80.3432287","36.8701434","1","Water Body"
"12153","-80.3432287","36.8700774","1","Water Body"
"12187","-80.3425282","36.8613128","1","Water Body"
"12188","-80.3425487","36.861203","1","Water Body"
"12189","-80.3426034","36.8611699","1","Water Body"
"12190","-80.3427128","36.8611699","1","Water Body"
"12191","-80.3427812","36.8612248","1","Water Body"
"12192","-80.3427744","36.8612798","1","Water Body"
"12193","-80.342706","36.8613347","1","Water Body"
"12194","-80.3425965","36.8613458","1","Water Body"
"12195","-80.3425282","36.8613128","1","Water Body"
"12214","-80.3408975","36.8735564","1","Water Body"
"12215","-80.3410205","36.8734135","1","Water Body"
"12216","-80.3411983","36.8733585","1","Water Body"
"12217","-80.3413762","36.8733804","1","Water Body"
"12218","-80.3414446","36.8734244","1","Water Body"
"12219","-80.3414993","36.8734793","1","Water Body"
"12220","-80.3415267","36.8736551","1","Water Body"
"12221","-80.3414994","36.873809","1","Water Body"
"12222","-80.3414037","36.8739629","1","Water Body"
"12223","-80.3413489","36.8739959","1","Water Body"
"12224","-80.3412396","36.8739959","1","Water Body"
"12225","-80.3411711","36.873985","1","Water Body"
"12226","-80.341048","36.8739081","1","Water Body"
"12227","-80.3409523","36.8738091","1","Water Body"
"12228","-80.3408975","36.8735564","1","Water Body"
"12280","-80.3399419","36.8569503","1","Water Body"
"12281","-80.3399008","36.8568513","1","Water Body"
"12282","-80.3399145","36.8568074","1","Water Body"
"12283","-80.3399965","36.8567524","1","Water Body"
"12284","-80.3402564","36.8567744","1","Water Body"
"12285","-80.340311","36.8568293","1","Water Body"
"12286","-80.3403112","36.8569502","1","Water Body"
"12287","-80.3402289","36.8570052","1","Water Body"
"12288","-80.3401334","36.8570272","1","Water Body"
"12289","-80.3400377","36.8570052","1","Water Body"
"12290","-80.3399419","36.8569503","1","Water Body"
"12330","-80.3390546","36.8392121","1","Water Body"
"12331","-80.3389727","36.8391352","1","Water Body"
"12332","-80.3389863","36.8390583","1","Water Body"
"12333","-80.3390273","36.8390033","1","Water Body"
"12334","-80.339164","36.8389154","1","Water Body"
"12335","-80.3392461","36.8389043","1","Water Body"
"12336","-80.3393144","36.8389373","1","Water Body"
"12337","-80.3393691","36.8389812","1","Water Body"
"12338","-80.3393828","36.8390362","1","Water Body"
"12339","-80.3393418","36.8391351","1","Water Body"
"12340","-80.3392051","36.8392231","1","Water Body"
"12341","-80.3390546","36.8392121","1","Water Body"
"12445","-80.3359842","36.836075","1","Water Body"
"12446","-80.3360047","36.8360804","1","Water Body"
"12447","-80.3361072","36.8361519","1","Water Body"
"12448","-80.336121","36.8361959","1","Water Body"
"12449","-80.3361073","36.8362509","1","Water Body"
"12450","-80.3360526","36.8362948","1","Water Body"
"12451","-80.3359706","36.8362948","1","Water Body"
"12452","-80.3358612","36.8362618","1","Water Body"
"12453","-80.3358202","36.8362069","1","Water Body"
"12454","-80.3358475","36.836152","1","Water Body"
"12455","-80.3359295","36.836086","1","Water Body"
"12456","-80.3359842","36.836075","1","Water Body"
"12488","-80.3339981","36.8513794","1","Water Body"
"12489","-80.3340938","36.8513134","1","Water Body"
"12490","-80.3341894","36.8512804","1","Water Body"
"12491","-80.3343126","36.8512914","1","Water Body"
"12492","-80.3345178","36.8514012","1","Water Body"
"12493","-80.3347229","36.8515716","1","Water Body"
"12494","-80.3347777","36.8516265","1","Water Body"
"12495","-80.334805","36.8517145","1","Water Body"
"12496","-80.3347913","36.8517694","1","Water Body"
"12497","-80.3347503","36.8518133","1","Water Body"
"12498","-80.3346","36.8518848","1","Water Body"
"12499","-80.3344221","36.8519178","1","Water Body"
"12500","-80.3342854","36.8519178","1","Water Body"
"12501","-80.334176","36.85183","1","Water Body"
"12502","-80.3340939","36.8516761","1","Water Body"
"12503","-80.3339161","36.8515443","1","Water Body"
"12504","-80.3339297","36.8514673","1","Water Body"
"12505","-80.3339845","36.8514233","1","Water Body"
"12506","-80.3339981","36.8513794","1","Water Body"
"12507","-80.3345346","36.8655733","1","Water Body"
"12508","-80.3345619","36.8654853","1","Water Body"
"12509","-80.3346167","36.8654084","1","Water Body"
"12510","-80.3346851","36.8653864","1","Water Body"
"12511","-80.334767","36.8654304","1","Water Body"
"12512","-80.3347945","36.8655512","1","Water Body"
"12513","-80.334767","36.865661","1","Water Body"
"12514","-80.3346851","36.8656941","1","Water Body"
"12515","-80.3346167","36.8656831","1","Water Body"
"12516","-80.3345619","36.8656502","1","Water Body"
"12517","-80.3345346","36.8655733","1","Water Body"
"12585","-80.3288593","36.9929286","1","Water Body"
"12586","-80.3290785","36.9929725","1","Water Body"
"12587","-80.3291882","36.9930934","1","Water Body"
"12588","-80.3292156","36.9931922","1","Water Body"
"12589","-80.3292156","36.9932583","1","Water Body"
"12590","-80.3291744","36.9932912","1","Water Body"
"12591","-80.3289279","36.9934121","1","Water Body"
"12592","-80.3288594","36.9934067","1","Water Body"
"12593","-80.3287772","36.9933407","1","Water Body"
"12594","-80.3287361","36.9932638","1","Water Body"
"12595","-80.3287087","36.9931099","1","Water Body"
"12596","-80.3287224","36.993011","1","Water Body"
"12597","-80.3287907","36.9929505","1","Water Body"
"12598","-80.3288593","36.9929286","1","Water Body"
"12599","-80.3290016","36.8651235","1","Water Body"
"12600","-80.328988","36.8651675","1","Water Body"
"12601","-80.3289196","36.865206","1","Water Body"
"12602","-80.3287828","36.8652059","1","Water Body"
"12603","-80.3287144","36.8651399","1","Water Body"
"12604","-80.3287144","36.8650851","1","Water Body"
