Index	MineID	County	Lon	Lat
211	 DMM02567	 Waynesboro	-78.86208	38.08168
777	 DMM03964	 Nelson	-78.86034	37.61344
675	 DMM031021	 Nelson	-78.85882	37.55113
3137	 DMM01316	 Augusta	-78.8578	38.0852
710	 DMM03981	 Nelson	-78.85574	37.59932
3022	 DMM14225	 Rockingham	-78.85541	38.64145
784	 DMM031030	 Nelson	-78.8553	37.5486
779	 DMM03983	 Nelson	-78.85397	37.5976
1928	 DMM070013	 Rockingham	-78.85369	38.38928
839	 DMM04544	 Amherst	-78.8532	37.5945
783	 DMM031022	 Nelson	-78.85318	37.55686
1458	 DMM070004	 Rockingham	-78.85316	38.49361
711	 DMM03984	 Nelson	-78.85305	37.59829
705	 DMM031031	 Nelson	-78.853	37.548
1909	 DMM070003	 Rockingham	-78.85284	38.44875
558	 DMM031286	 Nelson	-78.85278	37.65972
838	 DMM04561	 Amherst	-78.8522	37.5936
3028	 DMM14231	 Nelson	-78.85071	37.90704
674	 DMM031032	 Nelson	-78.84966	37.54709
852	 DMM04586	 Nelson	-78.8474	37.5674
853	 DMM04587	 Nelson	-78.846	37.569
575	 DMM031287	 Nelson	-78.84593	37.6606
844	 DMM04588	 Nelson	-78.84554	37.56873
164	 DMM02557	 Waynesboro	-78.84476	38.0821
538	 DMM031288	 Nelson	-78.84446	37.66243
835	 DMM031289	 Nelson	-78.84394	37.66409
843	 DMM04589	 Nelson	-78.8427	37.57326
561	 DMM031290	 Nelson	-78.8423	37.66507
846	 DMM04597	 Nelson	-78.84216	37.57404
728	 DMM031033	 Amherst	-78.8401	37.5403
574	 DMM031291	 Nelson	-78.83993	37.66507
1455	 DMM070001	 Rockingham	-78.83922	38.44295
642	 DMM031292	 Nelson	-78.8388	37.6311
1910	 DMM070002	 Rockingham	-78.83697	38.44611
729	 DMM031034	 Amherst	-78.8368	37.5397
2901	 DMM14224	 Rockingham	-78.83607	38.65053
679	 DMM03993	 Nelson	-78.83463	37.59172
2891	 DMM13066	 Augusta	-78.83402	38.25614
820	 DMM031029	 Nelson	-78.8336	37.5825
764	 DMM03994	 Nelson	-78.83356	37.59305
1394	 DMM94100	 Rockingham	-78.8331	38.282
3027	 DMM14229	 Nelson	-78.83202	37.9029
2893	 DMM13068	 Rockingham	-78.83178	38.31007
2894	 DMM13069	 Rockingham	-78.83137	38.30986
643	 DMM031301	 Nelson	-78.83102	37.6315
781	 DMM031012	 Nelson	-78.83084	37.61238
709	 DMM03997	 Nelson	-78.83014	37.6114
829	 DMM03999	 Nelson	-78.83	37.5967
780	 DMM03996	 Nelson	-78.82966	37.61235
101	 DMM02595	 Augusta	-78.82961	38.08734
708	 DMM03998	 Nelson	-78.82919	37.61262
830	 DMM031000	 Nelson	-78.8285	37.5982
851	 DMM04585	 Buckingham	-78.8223	37.595
766	 DMM031294	 Nelson	-78.8222	37.6547
103	 DMM02596	 Augusta	-78.82178	38.0975
2055	 DMM07288	 Rockingham	-78.82117	38.63535
821	 DMM031295	 Nelson	-78.8208	37.6534
822	 DMM031296	 Nelson	-78.8206	37.6527
823	 DMM031297	 Nelson	-78.8201	37.6516
1038	 DMM04884	 Nelson	-78.8156	37.7713
688	 DMM031279	 Nelson	-78.81557	37.68396
1982	 DMM07289	 Rockingham	-78.81553	38.63124
689	 DMM031299	 Nelson	-78.8145	37.6477
937	 DMM8717	 Augusta	-78.8137	38.1386
3026	 DMM14228	 Nelson	-78.8119	37.89926
2892	 DMM13067	 Rockingham	-78.81116	38.29912
690	 DMM031300	 Nelson	-78.8103	37.6477
1970	 DMM07290	 Rockingham	-78.80644	38.64835
1983	 DMM07287	 Rockingham	-78.80231	38.62911
3034	 DMM15008	 Shenandoah	-78.80133	38.75047
3035	 DMM15009	 Shenandoah	-78.79923	38.8068
2900	 DMM14223	 Rockingham	-78.79749	38.63823
2101	 DMM051138	 Shenandoah	-78.79582	38.82318
2102	 DMM051139	 Shenandoah	-78.79582	38.82318
1222	 DMM04675	 Halifax	-78.79487	36.58989
2057	 DMM07292	 Rockingham	-78.79308	38.64055
1292	 DMM04872	 Nelson	-78.7922	37.84262
1971	 DMM07286	 Rockingham	-78.7918	38.6607
3012	 DMM14099	 Rockingham	-78.79117	38.60579
1931	 DMM070014	 Rockingham	-78.7886	38.51931
1220	 DMM04674	 Halifax	-78.7865	36.5855
1138	 DMM04658	 Halifax	-78.7818	36.5986
1932	 DMM070015	 Rockingham	-78.77933	38.51463
1209	 DMM04673	 Halifax	-78.77712	36.69232
936	 DMM14049	 Rockingham	-78.77617	38.24343
2058	 DMM07294	 Rockingham	-78.77603	38.63901
2882	 DMM13054	 Rockingham	-78.77153	38.25956
2895	 DMM13070	 Rockingham	-78.77048	38.2762
768	 DMM031280	 Nelson	-78.77008	37.67151
2886	 DMM13060	 Rockingham	-78.769203	38.264183
769	 DMM031281	 Nelson	-78.76919	37.67171
2896	 DMM13071	 Rockingham	-78.76899	38.27735
1391	 DMM13059	 Rockingham	-78.76829	38.26673
1116	 DMM04655	 Halifax	-78.76797	36.55949
3036	 DMM15010	 Shenandoah	-78.76501	38.75989
2884	 DMM13058	 Rockingham	-78.76368	38.27724
1136	 DMM04657	 Halifax	-78.75988	36.58514
646	 DMM031282	 Nelson	-78.7587	37.6798
2096	 DMM04676	 Halifax	-78.75828	36.6614
786	 DMM031283	 Nelson	-78.75743	37.68126
1037	 DMM04879	 Nelson	-78.7561	37.79985
1142	 DMM04661	 Halifax	-78.75559	36.62904
1783	 DMM04874	 Nelson	-78.755	37.808
1968	 DMM07295	 Rockingham	-78.75463	38.64523
1969	 DMM07293	 Rockingham	-78.75384	38.64594
1383	 DMM13056	 Rockingham	-78.75245	38.2889
1140	 DMM04659	 Halifax	-78.75222	36.6093
1141	 DMM04660	 Halifax	-78.75222	36.61822
2100	 DMM051143	 Shenandoah	-78.75205	38.76936
2887	 DMM13061	 Rockingham	-78.751731	38.314728
733	 DMM031284	 Nelson	-78.7512	37.6851
3023	 DMM14226	 Rockingham	-78.75011	38.67224
1886	 DMM13057	 Rockingham	-78.74965	38.29104
1548	 DMM16011	 Nelson	-78.74949	37.68583
2493	 DMM10505	 Rockingham	-78.74812	38.44902
1112	 DMM04651	 Halifax	-78.7479	36.59269
1976	 DMM07264	 Shenandoah	-78.74742	38.77056
1113	 DMM04652	 Halifax	-78.74722	36.58712
1115	 DMM04654	 Halifax	-78.74674	36.56517
731	 DMM03935	 Nelson	-78.7451	37.68789
681	 DMM03936	 Nelson	-78.74471	37.68856
1114	 DMM04653	 Halifax	-78.7447	36.57668
2041	 DMM04650	 Halifax	-78.74464	36.60003
1076	 DMM04647	 Halifax	-78.7442	36.60165
598	 DMM03939	 Nelson	-78.7434	37.6892
599	 DMM03940	 Nelson	-78.7433	37.6909
1143	 DMM04662	 Halifax	-78.74211	36.91584
2491	 DMM10503	 Rockingham	-78.74196	38.46288
1000	 DMM041546	 Nelson	-78.73914	37.82535
2490	 DMM10502	 Rockingham	-78.73845	38.4637
2506	 DMM10518	 Rockingham	-78.737	38.56708
594	 DMM03916	 Nelson	-78.7359	37.746
2507	 DMM10519	 Rockingham	-78.73434	38.57095
1949	 DMM07263	 Shenandoah	-78.73407	38.76851
974	 DMM041575	 Nelson	-78.734	37.7503
98	 DMM02593	 Albemarle	-78.7327	37.9919
2495	 DMM10507	 Rockingham	-78.7326	38.47785
1163	 DMM041547	 Nelson	-78.73126	37.825
531	 DMM03917	 Nelson	-78.73093	37.75
2508	 DMM10520	 Rockingham	-78.73067	38.55667
1977	 DMM07254	 Shenandoah	-78.72962	38.86016
2494	 DMM10506	 Rockingham	-78.72948	38.47537
833	 DMM03943	 Nelson	-78.7289	37.6979
522	 DMM03944	 Nelson	-78.7278	37.6986
1045	 DMM041576	 Nelson	-78.7275	37.75287
519	 DMM03945	 Nelson	-78.7265	37.6999
721	 DMM03959	 Nelson	-78.72246	37.65951
2485	 DMM10500	 Rockingham	-78.72218	38.49025
1175	 DMM041548	 Nelson	-78.72173	37.82333
2492	 DMM10504	 Rockingham	-78.72012	38.49393
97	 DMM02591	 Albemarle	-78.7184	37.9912
316	 DMM02505	 Albemarle	-78.7178	38.037
723	 DMM03960	 Buckingham	-78.7174	37.62992
1187	 DMM04666	 Halifax	-78.71654	36.76656
2509	 DMM10521	 Rockingham	-78.7163	38.56727
526	 DMM03950	 Nelson	-78.7162	37.7057
2888	 DMM13063	 Rockingham	-78.715111	38.309811
2496	 DMM10508	 Rockingham	-78.71503	38.38718
2505	 DMM10517	 Rockingham	-78.71467	38.51183
1184	 DMM041542	 Nelson	-78.71229	37.82649
1966	 DMM070019	 Rockingham	-78.70931	38.60748
2483	 DMM041585	 Albemarle	-78.70874	37.83315
1206	 DMM04672	 Halifax	-78.70833	36.72075
1241	 DMM041541	 Albemarle	-78.70831	37.82978
963	 DMM041586	 Albemarle	-78.70793	37.83038
1415	 DMM051577	 Nelson	-78.70766	37.77878
1001	 DMM041578	 Nelson	-78.70729	37.77961
962	 DMM041538	 Albemarle	-78.70592	37.83772
955	 DMM041537	 Albemarle	-78.7059	37.83759
1162	 DMM041539	 Albemarle	-78.70514	37.83799
1190	 DMM041540	 Albemarle	-78.70514	37.83799
2889	 DMM13064	 Rockingham	-78.70467	38.31797
785	 DMM03919	 Nelson	-78.7045	37.7114
1224	 DMM041543	 Albemarle	-78.70363	37.8383
1167	 DMM041579	 Nelson	-78.70221	37.78828
529	 DMM03921	 Nelson	-78.69953	37.71416
2391	 DMM09028	 Shenandoah	-78.6992	38.89934
2387	 DMM09027	 Shenandoah	-78.69674	38.90193
2386	 DMM09026	 Shenandoah	-78.69667	38.904
2448	 DMM00255	 Albemarle	-78.695278	37.805833
2385	 DMM09025	 Shenandoah	-78.69517	38.90631
3107	 DMM16020	 Nelson	-78.69485	37.71812
2384	 DMM09024	 Shenandoah	-78.69419	38.90656
1164	 DMM041556	 Nelson	-78.69405	37.79592
1074	 DMM041553	 Albemarle	-78.69383	37.80651
976	 DMM041581	 Nelson	-78.6926	37.7889
2383	 DMM09023	 Shenandoah	-78.69245	38.90715
1252	 DMM041557	 Nelson	-78.69231	37.7971
1967	 DMM070020	 Rockingham	-78.692	38.54767
722	 DMM03954	 Buckingham	-78.6909	37.6883
1965	 DMM070018	 Rockingham	-78.69058	38.63434
998	 DMM041558	 Nelson	-78.68967	37.79452
1888	 DMM13073	 Rockingham	-78.68959	38.35003
1042	 DMM041568	 Albemarle	-78.68784	37.80374
2890	 DMM13065	 Rockingham	-78.68582	38.3235
1550	 DMM16021	 Nelson	-78.68538	37.70815
2486	 DMM10501	 Rockingham	-78.68498	38.44358
491	 DMM04668	 Charlotte	-78.68387	36.74798
2011	 DMM07262	 Shenandoah	-78.68361	38.81194
2499	 DMM10511	 Rockingham	-78.68321	38.42331
2503	 DMM10515	 Rockingham	-78.683033	38.401266
2498	 DMM10510	 Rockingham	-78.68302	38.4056
2056	 DMM070016	 Shenandoah	-78.6824	38.6449
1374	 DMM041559	 Albemarle	-78.68239	37.86967
1251	 DMM041561	 Albemarle	-78.68207	37.80476
1040	 DMM041554	 Albemarle	-78.68121	37.8274
89	 DMM02590	 Albemarle	-78.6805	37.9186
2050	 DMM07257	 Shenandoah	-78.67921	38.86991
698	 DMM03924	 Nelson	-78.6783	37.7295
2502	 DMM10514	 Rockingham	-78.67778	38.41228
610	 DMM03957	 Nelson	-78.67612	37.69674
1849	 DMM14210	 Charlotte	-78.67581	37.13051
1848	 DMM09049	 Charlotte	-78.6758	37.13795
2124	 DMM14208	 Appomattox	-78.67565	37.35267
1191	 DMM041564	 Albemarle	-78.6754	37.82036
2423	 DMM09050	 Charlotte	-78.67537	37.06171
3108	 DMM16022	 Albemarle	-78.67532	37.73196
1887	 DMM13072	 Rockingham	-78.67507	38.33317
2422	 DMM09048	 Charlotte	-78.67496	37.14044
1193	 DMM041565	 Albemarle	-78.67432	37.82424
2049	 DMM07258	 Shenandoah	-78.67414	38.86804
2419	 DMM09047	 Charlotte	-78.67375	37.14061
1041	 DMM041563	 Albemarle	-78.67348	37.82597
2046	 DMM07255	 Shenandoah	-78.67246	38.87057
99	 DMM02594	 Albemarle	-78.67148	37.9804
1850	 DMM14211	 Charlotte	-78.66997	37.14398
2036	 DMM07330	 Shenandoah	-78.66915	38.87632
1964	 DMM070017	 Shenandoah	-78.66872	38.67157
2038	 DMM07329	 Shenandoah	-78.66861	38.87859
2424	 DMM09051	 Charlotte	-78.66851	37.03709
999	 DMM041582	 Nelson	-78.66782	37.7611
1166	 DMM041566	 Albemarle	-78.6671	37.83095
2497	 DMM10509	 Rockingham	-78.66624	38.42147
1192	 DMM04669	 Charlotte	-78.66415	36.716
1200	 DMM04670	 Charlotte	-78.66415	36.71441
201	 DMM02580	 Albemarle	-78.6622	37.8839
1202	 DMM04671	 Charlotte	-78.66202	36.71212
2933	 DMM14004	 Page	-78.66115	38.55932
2935	 DMM14005	 Page	-78.66115	38.55806
372	 DMM20208	 Albemarle	-78.660541	38.12695
100	 DMM02592	 Albemarle	-78.66	37.9542
1511	 DMM051600	 Albemarle	-78.65955	37.76579
606	 DMM03930	 Nelson	-78.6595	37.7101
2932	 DMM14003	 Page	-78.65889	38.56362
1918	 DMM070007	 Rockingham	-78.6587	38.4081
2504	 DMM10516	 Rockingham	-78.65765	38.4085
1168	 DMM041544	 Albemarle	-78.65734	37.84175
1992	 DMM07265	 Shenandoah	-78.65559	38.75082
1046	 DMM041583	 Albemarle	-78.65417	37.75
1552	 DMM16023	 Albemarle	-78.65395	37.73675
2500	 DMM10512	 Rockingham	-78.65284	38.47103
1189	 DMM04667	 Charlotte	-78.65155	36.78266
2025	 DMM07259	 Shenandoah	-78.65139	38.76417
2501	 DMM10513	 Rockingham	-78.65087	38.48237
805	 DMM20221	 Shenandoah	-78.650403	38.764721
2510	 DMM10522	 Shenandoah	-78.649	38.6215
1169	 DMM041571	 Albemarle	-78.64707	37.82938
2441	 DMM09061	 Shenandoah	-78.64701	38.90702
193	 DMM02559	 Albemarle	-78.6466	37.9433
2903	 DMM13076	 Rockingham	-78.64556	38.35538
2908	 DMM13079	 Rockingham	-78.64489	38.45564
2163	 DMM08013	 Shenandoah	-78.64427	38.69499
2897	 DMM13074	 Rockingham	-78.64417	38.35353
1043	 DMM041573	 Albemarle	-78.64363	37.83254
2902	 DMM13075	 Rockingham	-78.64333	38.35415
1170	 DMM041574	 Albemarle	-78.6433	37.83235
832	 DMM03931	 Buckingham	-78.64194	37.7265
1039	 DMM041545	 Albemarle	-78.64134	37.83386
1171	 DMM04663	 Charlotte	-78.6413	36.83975
1174	 DMM04664	 Charlotte	-78.64066	36.83975
2430	 DMM09053	 Shenandoah	-78.64025	38.90863
1182	 DMM04665	 Charlotte	-78.6402	36.8361
312	 DMM02504	 Albemarle	-78.64	38.06144
1922	 DMM070010	 Rockingham	-78.6385	38.4032
2158	 DMM08011	 Shenandoah	-78.63706	38.74412
1991	 DMM07260	 Shenandoah	-78.63699	38.87138
2924	 DMM14001	 Page	-78.63631	38.5585
2927	 DMM14002	 Page	-78.635841	38.557598
3239	 DMM20220	 Rockingham	-78.634415	38.407985
197	 DMM02560	 Albemarle	-78.63394	37.9127
1912	 DMM070011	 Rockingham	-78.63336	38.40776
314	 DMM02503	 Albemarle	-78.63242	38.06276
1921	 DMM070009	 Page	-78.6313	38.4978
2905	 DMM13077	 Rockingham	-78.630157	38.372341
2162	 DMM08012	 Shenandoah	-78.62967	38.72326
2907	 DMM13078	 Rockingham	-78.628578	38.375568
1917	 DMM070008	 Page	-78.62824	38.49113
1959	 DMM07261	 Shenandoah	-78.62744	38.87469
957	 DMM04937	 Buckingham	-78.621	37.4381
2438	 DMM09057	 Rockingham	-78.61954	38.38901
2960	 DMM14025	 Page	-78.61905	38.52145
1011	 DMM041331	 Shenandoah	-78.61879	38.71016
1137	 DMM041348	 Shenandoah	-78.61813	38.64151
3006	 DMM14093	 Shenandoah	-78.61798	38.86333
2437	 DMM09056	 Rockingham	-78.61767	38.39082
2436	 DMM09055	 Rockingham	-78.61706	38.38609
2914	 DMM13087	 Page	-78.61678	38.48225
1131	 DMM041333	 Shenandoah	-78.6161	38.71058
1145	 DMM04958	 Buckingham	-78.6157	37.4063
1123	 DMM041332	 Shenandoah	-78.6155	38.709
3007	 DMM14094	 Shenandoah	-78.61375	38.82722
1110	 DMM031312	 Albemarle	-78.61241	37.82805
1204	 DMM04928	 Buckingham	-78.61045	37.43901
916	 DMM04949	 Buckingham	-78.61043	37.43969
1031	 DMM04938	 Buckingham	-78.61015	37.43943
2439	 DMM09058	 Rockingham	-78.6096	38.39133
1047	 DMM04941	 Buckingham	-78.6091	37.4416
915	 DMM041335	 Buckingham	-78.60886	37.44215
2946	 DMM14013	 Page	-78.60875	38.55524
3008	 DMM14095	 Shenandoah	-78.60868	38.81675
2945	 DMM14012	 Page	-78.60712	38.55444
755	 DMM031316	 Albemarle	-78.6057	37.8368
12	 DMM00245	 Albemarle	-78.6028	37.9715
761	 DMM031317	 Albemarle	-78.60211	37.84039
1048	 DMM04942	 Buckingham	-78.60175	37.44241
774	 DMM031313	 Albemarle	-78.60122	37.8397
1868	 DMM06101	 Shenandoah	-78.59474	38.71054
2957	 DMM14022	 Page	-78.5936	38.52012
909	 DMM04947	 Buckingham	-78.5899	37.4525
476	 DMM031314	 Albemarle	-78.588	37.8304
2478	 DMM10015	 Shenandoah	-78.58576	38.95876
776	 DMM031318	 Albemarle	-78.5856	37.8344
1542	 DMM05891	 Prince Edward	-78.58354	37.26992
2921	 DMM13094	 Page	-78.5828	38.48535
2919	 DMM13092	 Page	-78.58191	38.46742
1032	 DMM04961	 Buckingham	-78.5782	37.39299
1147	 DMM04962	 Buckingham	-78.57812	37.39117
1545	 DMM05946	 Prince Edward	-78.57793	37.3606
2912	 DMM13085	 Page	-78.5766	38.48462
474	 DMM031315	 Albemarle	-78.5764	37.8089
930	 DMM04925	 Buckingham	-78.57582	37.45892
13	 DMM00246	 Albemarle	-78.575	37.9235
2952	 DMM14017	 Page	-78.57438	38.6156
1054	 DMM13082	 Rockingham	-78.57316	38.43953
1867	 DMm06110	 Shenandoah	-78.57255	38.72327
2953	 DMM14018	 Page	-78.57203	38.61675
1866	 DMM06102	 Shenandoah	-78.57149	38.72495
2936	 DMM14006	 Page	-78.57132	38.49022
2916	 DMM13089	 Page	-78.57066	38.47809
2922	 DMM13095	 Page	-78.57028	38.49647
2479	 DMM10016	 Shenandoah	-78.57006	38.97781
2939	 DMM14009	 Page	-78.56909	38.52594
1221	 DMM04927	 Buckingham	-78.5689	37.4647
2956	 DMM14021	 Page	-78.56821	38.5568
2920	 DMM13093	 Page	-78.567733	38.462317
2947	 DMM14014	 Page	-78.56769	38.58825
2937	 DMM14007	 Page	-78.56762	38.50801
2948	 DMM14015	 Page	-78.56712	38.58992
1070	 DMM04645	 Mecklenburg	-78.56683	36.65981
2846	 DMM06201	 Greene	-78.5665	38.31368
2938	 DMM14008	 Page	-78.56561	38.52176
2962	 DMM14028	 Page	-78.56502	38.51902
3194	 DMM19001	 Greene	-78.564506	38.320562
2918	 DMM13091	 Page	-78.56426	38.47039
2848	 DMM19002	 Greene	-78.564238	38.307368
2464	 DMM09082	 Shenandoah	-78.56384	38.96763
934	 DMM04973	 Buckingham	-78.56309	37.45185
1135	 DMM041349	 Page	-78.56287	38.642
1540	 DMM05888	 Prince Edward	-78.56152	37.29663
1546	 DMM05966	 Prince Edward	-78.5615	37.3279
2909	 DMM13081	 Rockingham	-78.5613	38.44487
1547	 DMM05985	 Prince Edward	-78.5607	37.3267
2271	 DMM05967	 Prince Edward	-78.5607	37.3291
2849	 DMM19003	 Greene	-78.560549	38.298701
2272	 DMM05968	 Prince Edward	-78.5605	37.3275
965	 DMM041334	 Shenandoah	-78.56027	38.70938
2461	 DMM09079	 Shenandoah	-78.55988	38.97313
3195	 DMM19004	 Greene	-78.559503	38.298949
2462	 DMM09080	 Shenandoah	-78.55852	38.97033
2851	 DMM19005	 Greene	-78.557966	38.298559
386	 DMM02913	 Shenandoah	-78.55681	38.97603
2913	 DMM13086	 Rockingham	-78.55653	38.42546
2852	 DMM19006	 Greene	-78.55647	38.299254
2910	 DMM13083	 Page	-78.55545	38.45993
2911	 DMM13084	 Page	-78.55462	38.45251
2943	 DMM14010	 Page	-78.55248	38.55526
2463	 DMM09081	 Shenandoah	-78.55024	38.97557
1078	 DMM04648	 Charlotte	-78.54957	36.98488
2915	 DMM13088	 Page	-78.54933	38.42901
14	 DMM01311	 Albemarle	-78.548056	37.922222
2480	 DMM10017	 Shenandoah	-78.54769	38.99286
1069	 DMM04644	 Mecklenburg	-78.54674	36.64404
3010	 DMM14097	 Shenandoah	-78.54481	38.82273
1543	 DMM05892	 Prince Edward	-78.5442	37.2502
1544	 DMM05999	 Prince Edward	-78.54383	37.24985
1111	 DMM04649	 Charlotte	-78.54306	36.99399
2954	 DMM14019	 Page	-78.54291	38.62383
2944	 DMM14011	 Page	-78.54135	38.5583
2075	 DMM07251	 Page	-78.54131	38.70127
2472	 DMM10009	 Shenandoah	-78.5408	38.98491
2076	 DMM07252	 Page	-78.54029	38.70305
1067	 DMM04643	 Mecklenburg	-78.53924	36.60896
2473	 DMM10010	 Shenandoah	-78.53902	38.98311
2917	 DMM13090	 Page	-78.53846	38.44924
1742	 DMM06103	 Shenandoah	-78.53835	38.73504
2474	 DMM10011	 Shenandoah	-78.53621	38.9869
3005	 DMM14092	 Shenandoah	-78.53564	38.84234
2416	 DMM09046	 Charlotte	-78.53489	37.1337
2955	 DMM14020	 Page	-78.53422	38.61709
2475	 DMM10012	 Shenandoah	-78.53403	38.98825
2471	 DMM10008	 Shenandoah	-78.53306	38.97366
1205	 DMM20036	 Albemarle	-78.532	38.163
913	 DMM041351	 Page	-78.5306	38.6428
912	 DMM041353	 Page	-78.52977	38.63661
1072	 DMM04646	 Charlotte	-78.52765	36.98075
2476	 DMM10013	 Shenandoah	-78.52656	38.98684
2477	 DMM10014	 Shenandoah	-78.52584	38.98762
914	 DMM041345	 Page	-78.52309	38.66911
1207	 DMM15113	 Albemarle	-78.52252	38.164303
384	 DMM02910	 Shenandoah	-78.522	38.99945
385	 DMM02912	 Shenandoah	-78.52139	38.97923
3047	 DMM15112	 Albemarle	-78.521069	38.224695
1923	 DMM06107	 Page	-78.52094	38.7315
383	 DMM02911	 Shenandoah	-78.5207	39.0005
920	 DMM041359	 Page	-78.5206	38.6623
300	 DMM02834	 Nelson	-78.52043	37.86547
1539	 DMM05887	 Buckingham	-78.52038	37.33877
940	 DMM04971	 Buckingham	-78.52011	37.39057
1865	 DMM06104	 Page	-78.51841	38.7214
2628	 DMM14016	 Page	-78.51736	38.56629
2470	 DMM10007	 Shenandoah	-78.51713	38.9538
1002	 DMM041336	 Page	-78.5167	38.7101
2958	 DMM14023	 Page	-78.51591	38.63865
1872	 DMM06109	 Page	-78.51543	38.72501
1871	 DMM06108	 Shenandoah	-78.515	38.72637
2425	 DMM09052	 Charlotte	-78.51366	37.01323
935	 DMM04951	 Buckingham	-78.5131	37.43089
2959	 DMM14024	 Page	-78.51127	38.65684
1410	 DMM041344	 Shenandoah	-78.51122	38.73964
2616	 DMM96115	 Page	-78.510833	38.56
939	 DMM04952	 Buckingham	-78.51065	37.43145
379	 DMM02906	 Shenandoah	-78.50995	39.01342
380	 DMM02907	 Shenandoah	-78.50984	39.01458
381	 DMM02908	 Shenandoah	-78.50935	39.01634
1157	 DMM04953	 Buckingham	-78.50886	37.42149
3117	 DMM02905	 Shenandoah	-78.508	39.0233
1158	 DMM04955	 Buckingham	-78.50676	37.42199
1248	 DMM04933	 Buckingham	-78.50629	37.46652
378	 DMM02904	 Shenandoah	-78.5051	39.0233
1249	 DMM04934	 Buckingham	-78.5042	37.4683
382	 DMM02909	 Shenandoah	-78.5037	39.01622
907	 DMM04929	 Buckingham	-78.5027	37.4945
377	 DMM02903	 Shenandoah	-78.50175	39.02578
67	 DMM04932	 Buckingham	-78.5015	37.4916
1012	 DMM041347	 Page	-78.50005	38.70308
1049	 DMM04923	 Buckingham	-78.50005	37.49669
2963	 DMM14026	 Page	-78.49955	38.67656
3160	 DMM17031	 Buckingham	-78.49941	37.49509
3185	 DMM04868	 Buckingham	-78.49887	37.49016
2488	 DMM051761	 Buckingham	-78.49871	37.75234
906	 DMM04881	 Buckingham	-78.49799	37.48853
3000	 DMM14089	 Shenandoah	-78.49779	38.91429
3184	 DMM04866	 Buckingham	-78.4973	37.492
3002	 DMM14091	 Shenandoah	-78.49686	38.8774
908	 DMM04869	 Buckingham	-78.49426	37.49783
910	 DMM04870	 Buckingham	-78.49155	37.49619
1263	 DMM04871	 Buckingham	-78.49077	37.4997
376	 DMM02902	 Shenandoah	-78.48888	39.01241
3001	 DMM14090	 Shenandoah	-78.48573	38.90317
865	 DMM04612	 Greene	-78.4842	38.241
626	 DMM00241	 Albemarle	-78.48056	38.0125
374	 DMM02900	 Frederick	-78.48004	39.045806
375	 DMM02901	 Frederick	-78.47583	39.04944
627	 DMM00242	 Albemarle	-78.4708	38.012
2489	 DMM051538	 Fluvanna	-78.4693	37.79636
2998	 DMM14087	 Shenandoah	-78.4688	38.91695
2869	 DMM13048	 Page	-78.468742	38.658035
1654	 DMM051539	 Fluvanna	-78.46836	37.79713
911	 DMM04882	 Buckingham	-78.4673	37.4517
2548	 DMM01312	 Albemarle	-78.466667	37.943889
371	 DMM02398	 Frederick	-78.46614	39.05957
917	 DMM04875	 Buckingham	-78.46539	37.46221
1303	 DMM04876	 Buckingham	-78.46526	37.46208
1005	 DMM95106	 Buckingham	-78.464444	37.551389
445	 DMM03408	 Buckingham	-78.46283	37.55486
454	 DMM03410	 Buckingham	-78.46283	37.55486
1328	 DMM01313	 Albemarle	-78.462222	37.943056
758	 DMM031356	 Buckingham	-78.46159	37.5554
773	 DMM031357	 Buckingham	-78.46082	37.5559
1004	 DMM97151	 Buckingham	-78.4598	37.5633
668	 DMM031358	 Buckingham	-78.45935	37.5583
625	 DMM00240	 Albemarle	-78.4584	38.0294
2987	 DMM14058	 Shenandoah	-78.45719	38.87095
1573	 DMM051023	 Prince Edward	-78.4571	37.1848
2964	 DMM14027	 Page	-78.45687	38.67987
2860	 DMM13038	 Page	-78.453278	38.642616
1065	 DMM04641	 Mecklenburg	-78.45251	36.55708
2999	 DMM14088	 Shenandoah	-78.45244	38.90046
1572	 DMM051035	 Prince Edward	-78.4521	37.2022
2861	 DMM13039	 Page	-78.451271	38.64526
2825	 DMM13002	 Page	-78.450813	38.686161
676	 DMM031362	 Buckingham	-78.4502	37.56954
1569	 DMM051025	 Prince Edward	-78.4473	37.217
756	 DMM031337	 Buckingham	-78.4463	37.613
677	 DMM031338	 Buckingham	-78.44501	37.61571
757	 DMM031339	 Buckingham	-78.4448	37.61554
2824	 DMM13001	 Page	-78.443695	38.675114
2340	 DMM14057	 Shenandoah	-78.44326	38.86699
2870	 DMM13049	 Page	-78.442574	38.606995
759	 DMM031340	 Buckingham	-78.43616	37.58602
2991	 DMM14069	 Shenandoah	-78.43523	38.8746
678	 DMM031342	 Buckingham	-78.43381	37.59142
762	 DMM031341	 Buckingham	-78.43381	37.59142
362	 DMM02395	 Frederick	-78.43342	39.09012
360	 DMM02394	 Frederick	-78.43268	39.08733
2971	 DMM14034	 Page	-78.432404	38.739071
2940	 DMM14082	 Shenandoah	-78.43075	38.96469
1805	 DMM13005	 Page	-78.429077	38.698017
624	 DMM10106	 Albemarle	-78.427809	38.111685
2871	 DMM13050	 Page	-78.42775	38.60191
2865	 DMM13043	 Page	-78.427345	38.668518
363	 DMM02396	 Frederick	-78.42451	39.08198
2862	 DMM13040	 Page	-78.423187	38.629478
956	 DMM04878	 Buckingham	-78.42085	37.48536
